85,1,1.403,30.2856,73.0262,993.064,0.7533,301.876,0.3789,610,120.211,30.21
93,1,1.699,29.0976,77.9536,1002.95,0.7856,44.8274,0.3193,610,120.348,30.3058
64,1,1.327,29.4969,78.603,987.174,0.4438,22.797,0.5711,610,120.127,30.2456
70,1,1.446,30.6025,67.8796,994.638,0.9675,59.8048,0.3858,610,120.19,30.2692
71,1,1.4,30.3006,70.2758,995.942,0.6674,61.5082,0.3953,610,120.157,30.2897
100,1,1.65,28.4939,75.0581,1002.53,1.4537,93.9546,0.3261,610,120.301,30.4183
76,1,1.476,30.6186,80.8116,996.472,1.4856,104.063,0.3387,610,120.27,30.1819
62,1,1.22,27.575,64.0355,973.648,0.8816,285.698,0.5738,610,120.088,30.1808
59,1,0.8285,28.6328,80.5989,992.281,1.3448,222.239,0.3057,610,119.7183,30.2366
57,1,1.04,29.2224,77.256,989.494,1.258,226.067,0.431,610,119.6942,30.2311
33,1,0.478,31.4252,69.3592,993.904,1.1454,72.5957,0.3789,628,120.211,30.21
29,1,0.5275,29.8702,70.7951,996.848,0.6837,98.5746,0.6463,628,120.063,30.2747
27,1,0.4895,29.5733,84.0936,987.948,0.4304,191.903,0.5711,628,120.127,30.2456
28,1,0.588,31.585,65.1973,995.411,0.7711,86.5447,0.3858,628,120.19,30.2692
30,1,0.615,31.7581,66.5655,996.676,0.8822,96.4945,0.3953,628,120.157,30.2897
34,1,0.669,31.6285,68.1896,998.598,1.304,122.551,0.3289,628,120.12,30.3119
23,1,0.447,27.604,64.6354,974.83,1.1637,301.289,0.5738,628,120.088,30.1808
26,1,0.418,30.2266,70.7742,992.792,1.0591,238.204,0.3057,628,119.7183,30.2366
26,1,0.419,31.0935,66.3196,989.926,1.0874,249.385,0.431,628,119.6942,30.2311
23,1,0.378,29.4689,77.5133,995.903,1.0151,211.046,0.2809,628,119.954,30.054
37,1,0.334,30.4232,75.1223,1000.4,0.677,45.0723,0.3193,633,120.348,30.3058
31,1,0.262,31.3467,63.6611,992.067,0.5096,35.5577,0.3858,633,120.19,30.2692
34,1,0.3,31.3385,65.1277,993.355,0.4203,51.1515,0.3953,633,120.157,30.2897
44,1,0.468,32.0929,55.1237,974.399,0.5913,67.5555,0.3858,634,120.19,30.2692
50,1,0.545,32.3663,55.7177,987.94,0.8721,83.5856,0.3953,634,120.157,30.2897
37,1,0.644,31.2924,58.4985,995.876,1.3118,42.9791,0.2177,1000,120.211,30.21
39,1,0.702,30.1038,58.3669,997.261,1.0365,96.2868,0.647,1000,120.063,30.2747
47,1,0.723,31.1821,63.9728,1003.43,1.7611,32.3362,0.3577,1000,120.348,30.3058
39,1,0.3275,30.3876,69.3571,987.579,0.4096,189.068,0.4375,1000,120.127,30.2456
36,1,0.687,30.457,57.3077,995.399,0.6419,55.8985,0.3652,1000,120.19,30.2692
39,1,0.63,30.579,63.0629,997.528,0.3103,69.7461,0.4111,1000,120.157,30.2897
49,1,0.773,30.3232,65.851,998.544,0.6157,122.765,0.3211,1000,120.12,30.3119
45,1,0.761,29.7478,68.4858,1003.26,0.9021,123.764,0.285,1000,120.301,30.4183
41,1,0.625,32.4707,64.0935,1001.03,1.8024,95.2095,0.2657,1000,120.27,30.1819
30,1,0.524,28.58,55.7814,981.706,1.2029,56.2147,0.787,1000,120.088,30.1808
24,1,0.439,30.0275,61.0259,989.632,1.4049,290.634,0.4649,1000,119.7183,30.2366
23,1,0.426,31.174,54.5233,988.089,1.4704,327.498,0.3173,1000,119.6942,30.2311
45,1,0.493,31.599,61.2654,998.809,2.5729,82.5974,0.647,1001,120.063,30.2747
38,1,0.664,32.3053,59.5625,999.164,1.5918,126.505,0.4111,1001,120.157,30.2897
49,1,0.7475,31.9653,61.3077,1000.18,2.3712,107.037,0.3211,1001,120.12,30.3119
37,1,0.6085,30.6745,64.4084,1005.13,2.4805,103.858,0.285,1001,120.301,30.4183
36,1,0.226,29.8158,53.8436,991.261,1.4495,199.717,0.4649,1001,119.7183,30.2366
34,1,0.222,30.8562,47.4845,989.746,1.4729,208.023,0.3173,1001,119.6942,30.2311
54,1,0.448,20.9486,72.3854,998.227,1.1545,228.623,0.4649,1053,119.7183,30.2366
49,1,0.445,21.8086,68.3215,996.662,1.3482,233.731,0.3173,1053,119.6942,30.2311
40,1,0.635,33.9927,62.3602,999.925,1.2934,136.317,0.6765,1354,120.063,30.2747
43,1,0.737,34.5549,58.5913,1002.73,0.9734,154.083,0.3719,1354,120.157,30.2897
39,1,0.795,34.6166,59.6055,1003.76,1.6271,104.139,0.3133,1354,120.12,30.3119
41,1,0.678,32.7093,65.3143,1005.98,1.4522,95.933,0.378,1354,120.301,30.4183
42,1,0.773,34.8012,63.9037,1005.25,1.7779,114.113,0.2879,1354,120.27,30.1819
32,1,0.568,30.6695,59.8647,981.782,0.7347,264.038,0.5628,1354,120.088,30.1808
28,1,0.343,33.3787,62.0546,993.966,0.9681,139.63,0.2638,1354,119.7183,30.2366
32,1,0.338,34.6652,56.4267,990.122,0.9895,106.046,0.3501,1354,119.6942,30.2311
39,1,0.454,31.7353,71.1569,1003.47,1.0396,223.461,0.3499,1354,119.954,30.054
37,1,0.437,30.993,72.5645,1004.67,0.9442,272.847,0.2659,1354,119.946,30.049
57,1,0.687,33.8311,60.7343,998.415,1.0082,136.447,0.6765,1358,120.063,30.2747
54,1,0.811,34.1549,56.4695,1000.83,1.2398,121.538,0.3528,1358,120.19,30.2692
64,1,0.989,34.3772,57.043,1001.17,0.917,127.658,0.3719,1358,120.157,30.2897
59,1,0.98,34.5685,58.0439,1002.2,0.9278,103.679,0.3133,1358,120.12,30.3119
58,1,0.975,32.2634,68.8341,1004.38,1.1528,101.724,0.378,1358,120.301,30.4183
54,1,0.976,34.2908,60.0448,1003.81,1.5198,143.862,0.2879,1358,120.27,30.1819
55,1,0.745,29.8681,62.0969,980.366,1.1379,315.674,0.5628,1358,120.088,30.1808
59,1,0.916,32.7209,58.4636,1004.49,0.8637,143.975,0.3299,1358,120.605,29.9919
46,1,0.41,32.5976,62.9167,1003.43,2.9482,190.534,0.2659,1358,119.946,30.049
31,1,0.537,32.0754,68.3906,1001.05,0.1862,225.577,0.3304,1380,120.211,30.21
31,1,0.664,30.7127,72.8787,996.355,1.0482,159.099,0.6765,1380,120.063,30.2747
28,1,0.534,32.8191,64.4946,998.635,0.6418,153.105,0.3528,1380,120.19,30.2692
38,1,0.528,32.3187,65.4625,998.712,0.8639,187.553,0.3719,1380,120.157,30.2897
33,1,0.531,31.9901,67.8411,1000.46,1.4393,235.239,0.3133,1380,120.12,30.3119
36,1,0.69,32.3222,70.2647,1002.06,0.8642,110.019,0.378,1380,120.301,30.4183
29,1,0.568,32.2579,73.5198,1001.47,0.7241,214.073,0.2879,1380,120.27,30.1819
36,1,0.491,29.4587,68.181,981.438,0.4995,307.086,0.5628,1380,120.088,30.1808
21,1,0.366,33.2674,64.4301,1001.69,0.1882,164.127,0.3299,1380,120.605,29.9919
23,1,0.404,32.4704,63.4673,1001.69,0.0401,142.06,0.2272,1380,120.576,30.007
32,1,0.342,28.5266,81.0734,988.359,1.499,224.129,0.2638,1380,119.7183,30.2366
19,1,0.328,29.0403,79.2007,987.021,1.7187,230.587,0.3501,1380,119.6942,30.2311
22,1,0.457,30.135,61.1101,1003.14,1.6489,117.849,0.378,1386,120.301,30.4183
29,1,0.73,31.1201,59.9099,1002.65,1.8334,97.1003,0.2879,1386,120.27,30.1819
24,1,0.532,30.554,60.439,1002.87,1.4026,82.3103,0.3238,1386,120.598,30.0911
33,1,0.438,30.292,56.8198,988.855,1.0051,94.2518,0.2638,1386,119.7183,30.2366
36,1,0.292,31.5854,50.4658,987.479,1.0946,69.9079,0.3501,1386,119.6942,30.2311
43,1,0.635,28.1887,54.2348,1002.04,0.8254,276.177,0.3304,1394,120.211,30.21
43,1,0.604,26.811,55.6196,997.364,0.8708,101.599,0.6765,1394,120.063,30.2747
37,1,0.714,28.9695,44.511,999.633,0.3846,140.707,0.3528,1394,120.19,30.2692
54,1,0.721,28.444,44.8544,999.709,0.304,144.578,0.3719,1394,120.157,30.2897
53,1,0.788,28.3592,49.7163,1001.41,0.4169,86.9853,0.3133,1394,120.12,30.3119
48,1,0.716,27.9282,51.4511,1003.04,0.7804,70.674,0.378,1394,120.301,30.4183
32,1,0.66,28.9608,56.1549,1002.41,0.7203,195.465,0.2879,1394,120.27,30.1819
37,1,0.565,24.536,49.794,982.966,1.7656,48.8954,0.5628,1394,120.088,30.1808
45,1,0.627,26.6414,58.0563,1002.75,0.3555,178.665,0.3299,1394,120.605,29.9919
45,1,0.385,27.099,55.7853,988.956,1.3887,236.027,0.2638,1394,119.7183,30.2366
42,1,0.373,28.1551,53.2309,987.579,1.7088,245.39,0.3501,1394,119.6942,30.2311
83,1,1.085,30.2623,58.178,1010.31,2.0083,29.7721,0.3304,1417,120.211,30.21
64,1,0.98,30.8186,56.1306,1005.05,2.4202,102.726,0.6765,1417,120.063,30.2747
74,1,1.1915,29.5527,53.8534,999.214,1.2154,91.8276,0.5401,1417,120.127,30.2456
65,1,0.784,29.9999,56.7382,1007.66,1.6153,107.261,0.3528,1417,120.19,30.2692
91,1,1.157,30.1134,55.3945,1007.65,1.2052,118.092,0.3719,1417,120.157,30.2897
75,1,1.121,30.3565,55.5766,1009.37,1.9969,82.8462,0.3133,1417,120.12,30.3119
91,1,0.9635,30.3398,59.9317,1011.45,3.1474,91.0598,0.378,1417,120.301,30.4183
96,1,1.145,30.3054,57.3497,1010.7,2.5859,80.6601,0.2879,1417,120.27,30.1819
43,1,0.374,30.3777,58.9715,1011.16,1.586,105.742,0.3299,1417,120.605,29.9919
60,1,0.627,31.4953,54.7006,996.226,2.5785,101.97,0.2638,1417,119.7183,30.2366
66,1,0.555,31.8454,54.9674,994.726,2.5746,93.5505,0.3501,1417,119.6942,30.2311
76,1,0.658,30.2293,61.9034,1008.96,2.9015,63.5759,0.3499,1417,119.954,30.054
83,1,0.647,29.4001,63.7046,1010.19,3.1411,58.1594,0.2659,1417,119.946,30.049
